trainSet	testSet	neighbourhood	neighbourhoodSize	threshold	predictor	similarityMetric	predictionMetric	socialNeighbourhood	socialThreshold	RMSE	runTime
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	cosine	adjweighted	null	null	0.8751636212460606	1.225196
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	pearson	weighted	null	null	0.876804647897356	1.089062
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	pearson	adjusted	null	null	0.8696243940770026	1.069748
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	pearson	adjweighted	null	null	0.8696044220765248	1.0893
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	cosine	weighted	null	null	0.8822143544223758	1.258097
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	cosine	adjusted	null	null	0.875164332190165	1.242351
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	cosine	adjweighted	null	null	0.8751636212460606	1.224775
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	pearson	weighted	null	null	0.8766207266789047	1.152862
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	pearson	adjusted	null	null	0.8695252843973763	1.164215
0.1_set1.base	0.1_set1.test	threshold	null	0.4	userbased	pearson	adjweighted	null	null	0.8695314592826487	1.332086
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	cosine	weighted	null	null	0.8822143544223758	1.330926
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	cosine	adjusted	null	null	0.875164332190165	1.25822
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	cosine	adjweighted	null	null	0.8751636212460606	1.200035
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	pearson	weighted	null	null	0.8766049778501608	1.07297
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	pearson	adjusted	null	null	0.8694837947177013	1.107925
0.1_set1.base	0.1_set1.test	threshold	null	0.5	userbased	pearson	adjweighted	null	null	0.869492189504948	1.083238
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	cosine	weighted	null	null	0.8822164638377752	1.252039
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	cosine	adjusted	null	null	0.8751774148549764	1.219428
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	cosine	adjweighted	null	null	0.875172984795629	1.261423
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	pearson	weighted	null	null	0.8765487244648109	1.212408
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	pearson	adjusted	null	null	0.8694421909128315	1.288539
0.1_set1.base	0.1_set1.test	threshold	null	0.6	userbased	pearson	adjweighted	null	null	0.8694478150261611	1.175069
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	cosine	weighted	null	null	0.8822179977840908	1.221693
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	cosine	adjusted	null	null	0.8751617235966099	1.187945
